Gold	Predictions	Probabilities
northern europe	['Denmark']	[1.0]	1MG3IDNlD3tRJLT1ObM68w
western europe	['Luxembourg']	[0.9399955868721008]	bcPGij-EowEm-NArm5Wwpw
western europe	['Belgium']	[1.0]	4SnF_PJ-VxdoJ_OC6eSUoQ
baltic	['Lithuania']	[0.8138561844825745]	4YJmfDi3wSpJ8vmzXtUrKw
western europe	['Belgium']	[0.9576606154441833]	EeldreZ9NGGY5atwSE14vw
western europe	['Netherlands']	[1.0]	go59eBlGn4VKbtAuAdwktZ
western europe	['Belgium']	[1.0]	1wl0T5OPtwdSGZFlsSPchg
western europe	['France']	[0.6961197853088379]	175B3v255I0JgsevukycSw
western europe	['Netherlands']	[1.0]	8azFCAErp9W0X3WN3BzP_g
western europe	['Belgium']	[1.0]	UTPVKDc7jpTdxHZaMege0A
western europe	['Belgium']	[1.0]	WIafUoe5FJ9IDswvWOVVEg
northern europe	['Denmark']	[1.0]	Av2fwjhNv7eeKhCdR4BA0w
northern europe	['Denmark']	[0.9999991655349731]	Acx3sqk-bjV2u7C4ug6JgJ
western europe	['Belgium']	[1.0]	2BGlGDyES88qU7wcDWlPIk
northern europe	['Denmark']	[1.0]	URYSKZfi2jYBvuy83gb2zo
northern europe	['Latvia']	[0.891933262348175]	fhJhTdN1GkObEcSdE2NOXQ
western europe	['Belgium']	[1.0]	VSMuc72Au0z5GCfIUj0K-g
western europe	['Netherlands']	[1.0]	1XVb-4ukPx3brdREXFSmjA
western europe	['Belgium']	[1.0]	rdmE5whWuLcPsjyEgJ2kMQ
northern europe	['Denmark']	[1.0]	EmR4yk4s3FfTtGCjgbMfag
western europe	['Belgium']	[0.999893307685852]	UwMDl2fXDluhfz694NwkTQ
western europe	['Belgium']	[1.0]	lRLl4SpSeNlXLU6EexwTig
western europe	['Belgium']	[0.9999997615814209]	hoEN1OeHF2jrB4VhSvi-Bw
western europe	['Belgium']	[1.0]	YD6K1mldw3xleEPGf594Cw
western europe	['Belgium']	[1.0]	2q6-4PKWC-gKdvv18bdOzd
western europe	['Belgium']	[0.9932129383087158]	lWinMo-X2pP-clhEW__BGV
northern europe	['Denmark']	[1.0]	-qX7OXeuKwdAHTqYZa1Siw
western europe	['Belgium']	[1.0]	YrQL1xUMmYdjfT8UBHO7Kw
western europe	['Luxembourg']	[0.9998264908790588]	dHwk5E-6TH6qjzl_5CA4AQ
western europe	['Belgium']	[1.0]	vrwXXflKvqzmUzB0NFZ7OQ
western europe	['Belgium']	[1.0]	jrJt7qYKL0pJV487VUuruA
western europe	['Belgium']	[1.0]	zSYcMnbzPxAyECwQDQNVYA
western europe	['Belgium']	[1.0]	DztkTTBD-B4KmkkgmrKSCg
western europe	['Belgium']	[1.0]	aoX0qAcYdE4mphZMcce3tB
western europe	['Belgium']	[1.0]	wwjqZWOBcegP0m1nKf09A_
western europe	['Netherlands']	[1.0]	YLs80XHeFyvq9mkTYnTxDQ
northern europe	['Denmark']	[1.0]	n9VrVDkp-ozjB1WsQdYnNA
western europe	['Belgium']	[1.0]	4_AcKhCV4QGwF6fl2hqmnQ
western europe	['Belgium']	[1.0]	yJVpeEDQJ5yLq8NgguyeXQ
western europe	['France']	[0.9746279120445251]	X-eDByZzmPR-0horoNKhbw
western europe	['Belgium']	[0.999994158744812]	86_US1ZiXHW8yb1Fdbb8gg
western europe	['Belgium']	[0.9916314482688904]	9tyaK3oVdY4StSWp6vq_qA
western europe	['Belgium']	[1.0]	UTaFmUuOXyugSsu_jL0_tg
europe	['France']	[1.0]	D-ok8lH40Ld_awV77v1tYQ
europe	['France']	[1.0]	2Bcht63kqqwe9-8ouV4vhA
europe	['France']	[1.0]	lv0rt4_Z13I-SMEoUMXzKg
western europe	['France']	[0.9995378255844116]	iOq7cJLawcBTc7j1gY_wMA
europe	['France']	[1.0]	BEY2va2Qa01VI4WJdUDy4A
western europe	['Ireland']	[1.0]	z8Fh6Ktpi2E7g8ClQKM86w
caribbean	['Saint Vincent and the Grenadines']	[1.0]	z2rrJtQBjprIt7vHWeRxXQ
western europe	['France']	[1.0]	J2_uzycMg6cGVzYsj1WScg
caribbean	['Grenada']	[0.8999297618865967]	rZaexEdGFDuUwckPysojWA
europe	['France']	[1.0]	4AOj4cQSvFDq00YpsOVw3g
caribbean	['Saint Vincent and the Grenadines']	[1.0]	28NfA19lGGVWOP8yJ5jIOg
caribbean	['Dominican Republic']	[0.981283962726593]	6pNCs4ame5jVIe4JXzw50g
europe	['Switzerland']	[0.9186742901802063]	jyq9Tq3-cUJ9Wvtd40YMgA
western europe	['Jersey']	[1.0]	jN9i2mjseJ580DSrDHAraA
caribbean	['Saint Vincent and the Grenadines']	[0.8796088695526123]	V2jWb0uPt-_nlzY_SXcj5A
southern europe	['Italy']	[1.0]	Hk2nYUNSM7oZ9AEtPYAbfw
balkan	['Romania']	[0.9094648361206055]	IUqvIZjPmsv_jwPl71Gp_g
southern africa	['South Africa']	[0.9932696223258972]	WiDNShF98ufxUVHeE7XbhA
europe	['France']	[1.0]	5vnPcEwj5fCxr_Kn2G-eaA
western europe	['France']	[1.0]	XNbYdr_buXMI7oRA5E7PIQ
southern europe	['Spain']	[0.9994606375694275]	dVQcCwad_7xL-AwRKfGOhA
eastern europe	['Poland']	[0.9999938011169434]	AGG2NSmNZ2CMRjxRQxtfxA
oceania	['Australia']	[1.0]	85WaOnQp4aHCTocN1fuILg
southern europe	['Spain']	[1.0]	Bs90VzXqZsRpcZm7AxaL6w
western europe	['France']	[0.9999796152114868]	D2_JfMHyDoq_ectiDBdrqA
southern europe	['Monaco']	[0.9888203740119934]	yJfHNmGOFdVaVNF-jy1qKA
southern europe	['Monaco']	[1.0]	Y4BF6-GU4amY376Bl8fbYA
oceania	['Tonga']	[0.9999673366546631]	Sd2_HRao_D_Rr_RODyp_4Q
europe	['France']	[1.0]	g15EHlUSt_tY8Am1AW3f0g
western europe	['France']	[1.0]	TjFOE-JHWJrHgt2K1rimvw
western europe	['France']	[1.0]	DwVj9k6_Juz2inA39lXboQ
southern europe	['Monaco']	[1.0]	iC_qQx3_qp61SwbNlTGvcg
western europe	['France']	[1.0]	kegJXFq8zJbmb96MHy4yeg
south america	['Uruguay']	[1.0]	_TDXeP5EDzAO-o3-uyYScA
europe	['France']	[1.0]	ncRe_lWDJLe-Fs2erNttiA
western europe	['Belgium']	[1.0]	6B67snwM-tCsQlg6hEB_6A
western europe	['France']	[1.0]	kZ682RkaT7mOOUV2TKxP9Q
western europe	['France']	[1.0]	CBEjtJngqhyiLcKc34sVtQ
western europe	['Luxembourg']	[1.0]	SemtpTmOvKM-lgpcfFjKbg
western europe	['France']	[1.0]	D7BJt_h-1vJQx72kEM38HQ
western europe	['France']	[1.0]	6RfPdb--tuYjQ25CutRLFg
western europe	['France']	[1.0]	s6vK5hG81Z6yENKIV-Koxg
europe	['France']	[1.0]	3Cyh_agfbU8jgJYujPPHZw
western europe	['France']	[1.0]	AbAsgnkKXJQPmSALlTnrqA
western europe	['Luxembourg']	[1.0]	24z9uQcsbjAeagAroUn4Iw
southern europe	['Monaco']	[0.953192412853241]	ZqvDnMpwAYSgGuUTCfPDxA
europe	['Switzerland']	[0.9999986886978149]	e3STiELzpny9foEB858N7w
southern europe	['Monaco']	[0.9999287128448486]	Auz_dwPEoOVKDN9xOfKN5A
western europe	['France']	[0.9115814566612244]	hiscfWRj8pSr-ujMY2Hc3Q
western europe	['France']	[1.0]	iUAu3TUmywHHLINAKsZ0Sg
western europe	['France']	[1.0]	h4dJQcE48P32_qR0cB0dFg
western europe	['Luxembourg']	[0.9999788999557495]	Us9pgxn1zKQyOYG4kZYi8w
western europe	['France']	[1.0]	lUhzRXhd-Yh5t8oJCcnrCw
europe	['Switzerland']	[0.5107786655426025]	w0tTpFdTLQiUrjin9sp0xA
western europe	['France']	[1.0]	qxwM1tT-Cd5k6NhisXpg_w
western europe	['France']	[0.6052897572517395]	kaBH6AWUtjfI1rKeYhyoEg
western europe	['Belgium']	[0.9894638061523438]	htCh2S-x-s0O8ke3rjXldg
europe	['France']	[0.980350911617279]	4QZgQIUZHkSluEoFotEteA
western europe	['France']	[0.9993392825126648]	s4i82-2E74lPhq4OZ18uMA
western europe	['France']	[0.9998648166656494]	JCmStCGCUkmW4QZFT4lz7Q
southern africa	['Namibia']	[1.0]	aYGv6wmvUha9l3TOCGXkcw
western europe	['France']	[1.0]	U0Q2WYKw3kBqOmQHkkuy2A
europe	['Austria']	[0.9562696814537048]	3b_89T5hO_7aLPSkClAQ2Q
europe	['Switzerland']	[0.8362622857093811]	7W2cZvA0GRamh8U5967B5Q
caribbean	['Saint Vincent and the Grenadines']	[1.0]	Hd6DEvZVwwY-P6lHHRCylQ
southern europe	['Spain']	[0.9999798536300659]	jkFFROEemQeY2mjWCIxrZg
western europe	['France']	[1.0]	xXf5a3UGvN90KiHSSPYxJQ
western europe	['France']	[1.0]	CXtBOap-IkPRX_1vi4a3Pw
western europe	['France']	[0.9634062051773071]	EAqRdpy3R4oFK9lQqr-Ocw
western europe	['France']	[1.0]	9bybtMNmYYcFAY9FzmadBA
western europe	['France']	[1.0]	_jZShgdoT1sJLxl4_vZynw
western europe	['France']	[0.9999998807907104]	IAD0MY-yrU33C0N3BkV_SA
oceania	['Tonga']	[1.0]	VLyBWmirERdFtdcXZJsdpw
europe	['Croatia']	[1.0]	hPHr6S78yA09_9bHmac_gQ
southern europe	['Spain']	[1.0]	1lpBZUMlJi9Un7DkXyCBiw
western europe	['France']	[1.0]	8CsnbvfNKgOQB-V9Q3s48Q
europe	['Liechtenstein']	[0.9999998807907104]	fTAkursbKvYThWfcDUopXQ
south america	['Brazil']	[0.9998181462287903]	Z4n8zIJPtVv7Jrn7wM91yA
western europe	['France']	[1.0]	ab8Y03_tKkjYFiFWmL5xNA
western europe	['Belgium']	[1.0]	wMiLkfJ3gibstHwjBS_D3g
southern europe	['Monaco']	[1.0]	TD88tR3NkG2kZm6VHaGiJg
caribbean	['Grenada']	[0.9969081282615662]	2z_a6WNyFLHp5Y2ykxWY_g
southern europe	['Monaco']	[1.0]	9dj1K0wCiyeJvZ3tk9-C8w
caribbean	['Saint Kitts and Nevis']	[0.9999351501464844]	ca7ftO5S4y0wyxsEjVtY9w
europe	['France']	[1.0]	Iva_7nyAFMLFbZ0VJ_4xvQ
western europe	['France']	[0.993040919303894]	UCKiLH4hfO3ER1YtkL435Q
southern europe	['Spain']	[1.0]	iG09GZwvIF8cPr-5wEtgFA
western europe	['Belgium']	[0.9996614456176758]	CFJn_JeOF5hFlE50DDscJg
western europe	['France']	[0.9947127103805542]	dcxyOA54g1mSbHFgy-FSSA
europe	['France']	[0.9999220371246338]	Yx24FvYNJBy-9BszOYyO0A
western europe	['France']	[1.0]	fpkDfj-nJgbLDfV0wC4g1A
caribbean	['Saint Vincent and the Grenadines']	[1.0]	gy2H7XAEbkpS2tHtG3mPwg
southern africa	['South Africa']	[1.0]	wJgK9w2jJgfnm7qX2ONByw
western europe	['France']	[1.0]	hEavQkH5n25MWER-9Fe8mg
western europe	['France']	[1.0]	C7KVq6OFHIUMRXeSnk3YvA
europe	['Liechtenstein']	[0.9999998807907104]	xXkYA2srftN2RgZ3YqDVeA
western europe	['Belgium']	[1.0]	HapZelbMvDu0el-d291pJg
south east asia	['Malaysia']	[0.9999892711639404]	bKTZC3DweK4cdRi9mE5D6Q
western europe	['Belgium']	[1.0]	wFdU88hGuEWMUPzkMfU5yA
europe	['France']	[1.0]	6pJZqs6JVDcWWFBHJdE6rA
north america	['United States']	[1.0]	dU-QUXLk7_U_stzoj92XYA
north america	['United States']	[1.0]	7oI684i_L5aRRv4g6--eWQ
east asia	['Japan']	[0.9980934262275696]	hcg2kVe96JNhn_Q2i06x1t
north america	['United States']	[1.0]	BWxMhtOSbw5SiKDO_L_Xjg
north america	['United States']	[1.0]	wbJfR19Jx4p-czp-BZaqZA
west africa	['Nigeria']	[0.9814656972885132]	8DH3OWPtqIf9w_F-xUkTqg
north america	['United States']	[1.0]	jiCPjdUJgYGFFjj8kBt4tw
north america	['United States']	[1.0]	A89UtKontcbidKbQuOoDfQ
baltic	['Estonia']	[1.0]	vzTlfyQRc56p72H5IO4CHg
eastern europe	['Georgia']	[1.0]	vIPEi28zOoyxBG2cEtw-Bg
north america	['United States']	[1.0]	Bey89WWGDSUFCti6klp7Vw
oceania	['New Zealand']	[1.0]	dNfQCgfO5wiazbuV70abrw
north america	['United States']	[1.0]	B0Q13j5gSXRz84S-wwbwAA
middle east	['Georgia']	[1.0]	C02uEq_nMOvD1Ri4ezVJ_w
north america	['United States']	[1.0]	70ABVWHkSWVwKtJYOnay_g
west africa	['Benin']	[0.9999827146530151]	Z0lUEA3my7882eKG_sHRFg
north america	['United States']	[1.0]	zLqML0QOv-LIeRPW9RIKvw
north america	['United States']	[1.0]	nhaMevI1qx1q_m7yh-lPAQ
north america	['United States']	[1.0]	jTIJfV7lGKbISM_jF6oQFg
east asia	['Japan']	[0.836812436580658]	rl5pIpsAxiCiSrADT4lORg
north america	['United States']	[1.0]	_SqYfobN8l2R9IFZuzRELA
north america	['United States']	[1.0]	3Q2QjALL9tYgNJr93VGC3w
latin america	['Paraguay']	[1.0]	2q-8V-KhbZt0Ij3BhdtI1A
north america	['United States']	[1.0]	k9XyZnBUGUiwRkdEm3DkiA
north america	['United States']	[1.0]	Ixh_Tt8jgB7_BQ9CsYOe6Q
north america	['United States']	[1.0]	s9Yx_AasiBhzEEjfgUREZA
east asia	['Japan']	[1.0]	JQTApLC28l_JWWvK6l_pvg
north america	['United States']	[0.9999935626983643]	l-BNVggBMurwC9qnJeGjEA
north america	['Canada']	[1.0]	5Zi86aiJ0AFZJgGu6ml5lA
north america	['United States']	[1.0]	bZT7AYZEWYuWEi0ZDKC4ug
north america	['United States']	[1.0]	7mdSG46eHOAFOBpHPvUsJe
north america	['United States']	[1.0]	-njmjmMUtlNIHXv1GgYJnw
north america	['United States']	[1.0]	qrwlJlHM3Lm2P3a33HSNww
north america	['United States']	[1.0]	s40zeKkox1vq7D3H8s9B1Q
north america	['United States']	[1.0]	U6tsqpPSKTnS45uUS34ZuA
north america	['United States']	[1.0]	_z2S8YkmIh_G-nghLkksZg
north america	['United States']	[1.0]	3zGrJUwIirvAcJay6jR0og
caribbean	['Dominican Republic']	[0.9924440979957581]	6v8nFoVTQ3Vst85bOj8wsO
north america	['United States']	[1.0]	92y4uB2IF-hHWzm3kzc_nA
north america	['United States']	[1.0]	yXsKVniyMD3apK4o83rk_Q
north america	['United States']	[1.0]	7rn5jwbDE-9QWDRMfrY8LQ
southern africa	['Namibia']	[0.9965762495994568]	C1vKyVdVpAPteOG8kXyGKw
north america	['United States']	[1.0]	4i1EzhxPk5vXMDvPI6kv9A
north america	['United States']	[1.0]	2Ur9fcA7Rj3fm_DivmqY3w
central asia	['Mongolia']	[0.9756719470024109]	7B5Mj-P7i0Gl0PiBmGH72Q
north america	['United States']	[1.0]	Tnc7ZEUDhAUNevlJIni4nA
caribbean	['Trinidad and Tobago']	[0.9999934434890747]	xqP4K0iCo-jK6BdivWt6Gw
north america	['United States']	[1.0]	w0_EIcJeFXWadAA-ydKyZQ
southern africa	['Namibia']	[1.0]	B1KLBSad4Z__3sNaD_YnHQ
north america	['United States']	[1.0]	-dlvE4MrEkm1lxWsITIkzQ
north america	['Canada']	[1.0]	r-OYnIrbhU_fEvTgzzyuYg
southern africa	['Namibia']	[0.9999961853027344]	TWgA4xtUQiqRY7VVlglUMQ
north america	['United States']	[1.0]	nVb7kD-kRPkyHluYC8acPg
north america	['United States']	[1.0]	_wuYO9ZeDcj-mC9hYqmkiQ
north america	['United States']	[0.9999974966049194]	TjLFr1mki7RslGEVVfHMVE
north america	['United States']	[1.0]	yNDjNaRx37uqEY9bn3mTTA
north america	['United States']	[1.0]	j5NZs7jIf2mBh22xEPwqlA
baltic	['Estonia']	[1.0]	I2HeVr5V4DwKc9j9Zl6lAA
north america	['United States']	[1.0]	Wi6bIZE1l45zo05Stw8OLQ
north america	['United States']	[1.0]	YYE3CARUaHmIK9LAi_apig
north america	['United States']	[1.0]	1vmrip7kV_BIzJpjS-Fixg
north america	['United States']	[1.0]	0z6z5kG99ODFGGvIvCedlA
africa	['Rwanda']	[0.9906947612762451]	2_lT3LNAmYPaLHRhvZa8yA
east asia	['South Korea']	[1.0]	HqGyWE_EOYLjJ2AxGPnZ3D
north america	['United States']	[1.0]	-uksBicq_ltB2cvyxJ0gnw
north america	['United States']	[1.0]	lPBJOrT-p5dcgXIXfv_gyg
north america	['United States']	[1.0]	ddj6tXDxWs7KIxbB_jhUVw
north america	['United States']	[1.0]	W86CH8BqTNSQ9rRWF43keQ
north america	['United States']	[1.0]	Eu0OfREys-DsZ66F8wnh5w
sub-saharan africa	['Ghana']	[0.9245676398277283]	HOP8Sf81yrRA5Co2i3boSg
south america	['Argentina']	[1.0]	_yMdVNb_gDkPsOIUzKgPMQ
north america	['United States']	[0.9999994039535522]	iLL34X7a8cSKIztnrihGPg
north america	['United States']	[1.0]	xNc1W80zYv9285peaE95hg
north america	['United States']	[1.0]	AyTYIAFkEFkOB95YEINEaQ
north america	['United States']	[1.0]	D42shE5EtIfs3JsUl_p_jQ
southern europe	['Spain']	[1.0]	keFsklrycQiwGx7K1AovKQ
north america	['United States']	[0.990806519985199]	jzp3Avcwk3gvUtCBwO6IvA
north america	['United States']	[1.0]	yuos_010jpJV-mtHbH9Euw
baltic	['Poland']	[1.0]	A6ND8w0Yp770VjyCFVDWYg
north america	['United States']	[1.0]	ae6-dY-RBAXF6A8IqseeFQ
north america	['United States']	[0.9999995231628418]	yhwcXHOckPqBSQpo1PbGdQ
west africa	['Togo']	[0.9975401163101196]	WnSffpLE1lSu16ZLbUQXyo
north america	['United States']	[1.0]	2-bC19z9CqdvJkm56lzxyw
north america	['United States']	[1.0]	XxYMty86xLbXariyr-n2pg
southern africa	['Namibia']	[0.8643727898597717]	_gBfIEzEb6E1l4UhE4q1HQ
north america	['United States']	[1.0]	6hN7cnc5cmK_MUTrfROzRg
central america	['Mexico']	[1.0]	fcasDW4L9MKesyjR7qD7XQ
southern europe	['North Macedonia']	[0.9985314607620239]	7mMHa2ilBrgVA-Z-cfczN5
north america	['United States']	[1.0]	3XcogbDq4wIQiGHc_a1gQQ
north america	['United States']	[1.0]	bwiXT6g5Y1bBQHDNzNCs_ka
north america	['Canada']	[1.0]	9Yyl4nUO3JVMrxFEsW-xmw
north america	['United States']	[1.0]	aJvfsDr0m4WCf2Y6YA9qSA
caribbean	['Trinidad and Tobago']	[0.9710924029350281]	_Te1lGnhGzdNeSEr7I3RBg
oceania	['Tonga']	[1.0]	eQ1tBjcOT8luK-WU6zxhbw
eastern europe	['Georgia']	[0.9999988079071045]	a76ObNrfzGlINbGcB6HVhw
north america	['United States']	[1.0]	n1j2uKGO-CJmyt6xTpp8IA
oceania	['Tonga']	[1.0]	2TC7soN5FiB6DH85NlRkLQ
north america	['United States']	[1.0]	kU9Z39gZobjvnuKTdQ0BlQ
north america	['Canada']	[0.8102350234985352]	CKk8rgBZml4j2BycRvgBxA
north america	['Canada']	[1.0]	91jlXoJQnbnuE8_xPfGx8g
oceania	['Australia']	[1.0]	f86EG72P52rVT0Kj-ljLXg
oceania	['Australia']	[1.0]	J3HZR0JHlQyWGpem6YKUXA
oceania	['Australia']	[1.0]	UNhy15jyXC5B3QiYb2ilHw
oceania	['Australia']	[1.0]	dp-93muH15yKFPftuBStLw
oceania	['Australia']	[1.0]	_LZrMmLdkkuRqcj1d7tgTg
oceania	['Australia']	[1.0]	yiWE3SUxM1CGM5FSHUXygw
oceania	['Australia']	[1.0]	bzAMxjAzb_4pYjYm4PDsiQ
oceania	['Australia']	[1.0]	AS23iQRg0kxz0fHqb5AS0A
oceania	['Australia']	[1.0]	3WTrtQfaDbEuyhoWzXXDfw
oceania	['Australia']	[1.0]	n-lFcCC7hVbQFOiBFrvuQQ
oceania	['Australia']	[1.0]	mLlP8XjfVoKECAjOS8Sxjg
oceania	['Australia']	[1.0]	XfTUw68WVlArcD0NFGHi1w
oceania	['Australia']	[1.0]	8jERBATDv6p41D5Kr7IUSA
oceania	['Australia']	[1.0]	2tD2VMzbeQiTWH9gNjFy3Q
oceania	['Australia']	[1.0]	fb3lC391j_axIygSjuZ2Zg
oceania	['Australia']	[1.0]	Dok3T5Y3lbEj5JJkpXtEEg
oceania	['Australia']	[1.0]	A_WOQljXBoFHhMb-dYmGug
oceania	['Australia']	[1.0]	CmtwRk7MsRQB_fw5i9ZkMg
oceania	['Australia']	[1.0]	8Bx00Fedjl86X4j03aOnSA
oceania	['Australia']	[1.0]	ngQ0jGWRFo4VbJH0xiBQ5A
oceania	['Australia']	[1.0]	fExIRen2_4squ3bZi85bNQ
oceania	['Australia']	[1.0]	VBHwpSEIrzLVZzoqWSid3A
southern europe	['Andorra']	[1.0]	8uFQOohXdWCzO-V4Vb3ckA
oceania	['Australia']	[1.0]	0WeVm6pMYHkKRUE0T_GDlQ
oceania	['Australia']	[1.0]	V-1e2PubALPZxtfei_UCKA
oceania	['New Zealand']	[1.0]	ImPSl9OCl757t7NOyvhmpw
oceania	['Australia']	[1.0]	zTFhobQzY0M8nH8En5pNvg
oceania	['Australia']	[1.0]	05ab-xsie3GQM6SdQlFrrw
oceania	['Australia']	[1.0]	UIuB2ixZxMUhWW2m7VyXXQ
oceania	['Australia']	[1.0]	8aGOZl4H-NRXr37C36i_JQ
oceania	['Australia']	[1.0]	ys-KKfLm9faxpd6i-q9KFQ
oceania	['Australia']	[1.0]	BQxlmA3-C0KMyZCck_4Lmg
oceania	['Australia']	[1.0]	XGJaj7nm-yVDXOZ9lRpM8A
oceania	['Australia']	[1.0]	vlcgijffTPcbByGxpknrMg
oceania	['Australia']	[1.0]	6v2B1FSiparahNUSke4jhw
oceania	['Australia']	[1.0]	EF9Nhxhj4pYGnNZ38zejGA
oceania	['Australia']	[1.0]	UIt2uIleUwpRc0DQ8XTFXQ
oceania	['Australia']	[1.0]	W2tKDF_2WI7TNrSzsGMQYg
oceania	['Australia']	[1.0]	BYtHxtPEfdOosdYqdmM_Kw
oceania	['Australia']	[1.0]	HRqqQPYe7dHCu815NW_nEw
oceania	['Australia']	[1.0]	INewtvEM1929u8FpbLLzjA
oceania	['Australia']	[1.0]	3n993dGIZJnNUg-8TN-4CA
north america	['Canada']	[0.9999809265136719]	xKHxX3ZT3wFGtjlpg4d8sQ
oceania	['Australia']	[1.0]	C8QLmcI10LldTY1JANDq2w
oceania	['Australia']	[1.0]	y98Fw_h5D78InWsgiHuMag
oceania	['Australia']	[1.0]	vlob3-QzPNhO2kt_2kx92g
oceania	['Australia']	[1.0]	4KnSd7sCf4FqVWpobJrE9g
oceania	['New Zealand']	[1.0]	bOu0BvfaKFC5RRKdcGV_7w
oceania	['Australia']	[1.0]	T2jqpdixq3cMyPiwT94_nQ
oceania	['Australia']	[1.0]	1M1HPNGef9Qlg1tKuJHg0A
oceania	['Australia']	[1.0]	xd3CBIOvDG9KQr4FlmbkfA
oceania	['Australia']	[1.0]	2UoqiqCDj0OZyoZWys1Uag
